order_id,item_price,quantity,item_category,item_name,created_at_time,created_date,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery,created_at
ORD_00028,2.00,6.00,Beverage,Sparkling Water 33cl,12:50:07,04-01-23,83 Oriole Road,Room 1567,Queens,0007Q,TRUE,2023-01-04 12:50:07
ORD_00029,16.00,9.00,Pizza,Pizza Napolitana Regular,19:41:45,04-01-23,43 Red Cloud Crossing,,Staten Island,0010SI,FALSE,2023-01-04 19:41:45
ORD_00030,5.00,8.00,Side,Breadsticks,12:18:45,04-01-23,9 Duke Way,,Queens,0007Q,FALSE,2023-01-04 12:18:45
ORD_00031,5.00,9.00,Dessert,Fruit salad,13:30:51,04-01-23,0970 Valley Edge Circle,17th Floor,Queens,0007Q,TRUE,2023-01-04 13:30:51
ORD_00031,5.00,1.00,Dessert,Chocolate Brownie,13:30:51,04-01-23,0970 Valley Edge Circle,17th Floor,Queens,0007Q,TRUE,2023-01-04 13:30:51
ORD_00031,3.00,10.00,Beverage,Diet Coke 33cl,13:30:51,05-01-23,0970 Valley Edge Circle,17th Floor,Queens,0007Q,TRUE,2023-01-05 13:30:51
ORD_00033,5.00,8.00,Dessert,Fruit salad,12:26:50,05-01-23,5093 Westridge Way,,Brooklyn,0005B,FALSE,2023-01-05 12:26:50
ORD_00033,3.00,6.00,Beverage,7 Up 33cl,12:26:50,05-01-23,5093 Westridge Way,,Brooklyn,0005B,FALSE,2023-01-05 12:26:50
ORD_00033,20.00,4.00,Pizza,Pizza Seafood Large,12:26:50,05-01-23,5093 Westridge Way,,Brooklyn,0005B,FALSE,2023-01-05 12:26:50
ORD_00034,2.00,10.00,Beverage,Sparkling Water 33cl,21:36:01,05-01-23,0566 Bashford Street,Apt 1112,Brooklyn,0005B,TRUE,2023-01-05 21:36:01
ORD_00034,20.00,6.00,Pizza,Pizza Seafood Large,21:36:01,05-01-23,0566 Bashford Street,Apt 1112,Brooklyn,0005B,TRUE,2023-01-05 21:36:01
ORD_00035,17.00,4.00,Pizza,Pizza Seafood Regular,20:43:26,05-01-23,5415 Spohn Junction,,Queens,0007Q,TRUE,2023-01-05 20:43:26
ORD_00036,6.00,6.00,Beverage,Coca Cola 1.5l,22:17:09,05-01-23,4458 Twin Pines Crossing,PO Box 93258,Brooklyn,0005B,FALSE,2023-01-05 22:17:09
ORD_00036,2.00,5.00,Beverage,Sparkling Water 33cl,22:17:09,05-01-23,4458 Twin Pines Crossing,PO Box 93258,Brooklyn,0005B,FALSE,2023-01-05 22:17:09
ORD_00036,6.00,4.00,Beverage,Coca Cola 1.5l,22:17:09,05-01-23,4458 Twin Pines Crossing,PO Box 93258,Brooklyn,0005B,FALSE,2023-01-05 22:17:09
ORD_00036,3.00,3.00,Beverage,7 Up 33cl,22:17:09,05-01-23,4458 Twin Pines Crossing,PO Box 93258,Brooklyn,0005B,FALSE,2023-01-05 22:17:09
ORD_00037,19.00,6.00,Pizza,Pizza Quattro Formaggi Large,22:44:07,05-01-23,13 Fulton Avenue,Room 1496,Manhattan,0001M,TRUE,2023-01-05 22:44:07
ORD_00037,14.00,5.00,Pizza,Pizza Margherita Large,22:44:07,05-01-23,13 Fulton Avenue,Room 1496,Manhattan,0001M,TRUE,2023-01-05 22:44:07
ORD_00038,20.00,7.00,Pizza,Pizza Seafood Large,18:40:24,05-01-23,73 Longview Point,,Bronx,0004B,TRUE,2023-01-05 18:40:24
ORD_00038,15.00,6.00,Pizza,Pizza Hawaiian Regular,18:40:24,05-01-23,73 Longview Point,,Bronx,0004B,TRUE,2023-01-05 18:40:24
ORD_00039,6.00,9.00,Dessert,Vanilla Ice Cream,13:14:26,05-01-23,693 Bellgrove Crossing,,Brooklyn,0005B,FALSE,2023-01-05 13:14:26
ORD_00039,4.00,7.00,Beverage,Sparkling Water 1.5l,13:14:26,05-01-23,693 Bellgrove Crossing,,Brooklyn,0005B,FALSE,2023-01-05 13:14:26
ORD_00039,6.00,3.00,Beverage,Diet Coke 1.5l,13:14:26,05-01-23,693 Bellgrove Crossing,,Brooklyn,0005B,FALSE,2023-01-05 13:14:26
ORD_00040,18.00,2.00,Pizza,Pizza Napolitana Large,22:15:01,05-01-23,13 Fulton Avenue,Room 1496,Manhattan,0001M,FALSE,2023-01-05 22:15:01
ORD_00040,19.00,9.00,Pizza,Pizza Quattro Formaggi Large,22:15:01,05-01-23,13 Fulton Avenue,Room 1496,Manhattan,0001M,FALSE,2023-01-05 22:15:01
ORD_00040,18.00,2.00,Pizza,Pizza Parmigiana Large,22:15:01,05-01-23,13 Fulton Avenue,Room 1496,Manhattan,0001M,FALSE,2023-01-05 22:15:01
ORD_00041,3.00,6.00,Beverage,Coca Cola 33cl,13:26:39,05-01-23,226 Scott Center,,Brooklyn,0005B,TRUE,2023-01-05 13:26:39
ORD_00041,7.00,10.00,Side,Caesar Salad,13:26:39,05-01-23,226 Scott Center,,Brooklyn,0005B,TRUE,2023-01-05 13:26:39
ORD_00042,14.00,5.00,Pizza,Pizza Margherita Large,22:39:53,05-01-23,30 Fremont Pass,,Queens,0007Q,TRUE,2023-01-05 22:39:53
ORD_00043,7.00,8.00,Side,Caesar Salad,21:36:37,05-01-23,406 Kropf Circle,,Staten Island,0010SI,FALSE,2023-01-05 21:36:37
ORD_00043,16.00,2.00,Pizza,Pizza Napolitana Regular,21:36:37,05-01-23,406 Kropf Circle,,Staten Island,0010SI,FALSE,2023-01-05 21:36:37
ORD_00043,6.00,2.00,Beverage,7 Up 1.5l,21:36:37,05-01-23,406 Kropf Circle,,Staten Island,0010SI,FALSE,2023-01-05 21:36:37
ORD_00043,16.00,2.00,Pizza,Pizza Diavola Regular,21:36:37,05-01-23,406 Kropf Circle,,Staten Island,0010SI,FALSE,2023-01-05 21:36:37
ORD_00043,14.00,4.00,Pizza,Pizza Margherita Large,21:36:37,05-01-23,406 Kropf Circle,,Staten Island,0010SI,FALSE,2023-01-05 21:36:37
ORD_00043,19.00,4.00,Pizza,Pizza Quattro Formaggi Large,21:36:37,05-01-23,406 Kropf Circle,,Staten Island,0010SI,FALSE,2023-01-05 21:36:37
ORD_00044,17.00,4.00,Pizza,Pizza Pepperoni Large,21:34:40,05-01-23,4 Maple Wood Street,,Manhattan,0001M,TRUE,2023-01-05 21:34:40
ORD_00044,17.00,4.00,Pizza,Pizza Seafood Regular,21:34:40,05-01-23,4 Maple Wood Street,,Manhattan,0001M,TRUE,2023-01-05 21:34:40
ORD_00044,16.00,6.00,Pizza,Pizza Napolitana Regular,21:34:40,05-01-23,4 Maple Wood Street,,Manhattan,0001M,TRUE,2023-01-05 21:34:40
ORD_00044,16.00,4.00,Pizza,Pizza Napolitana Regular,21:34:40,05-01-23,4 Maple Wood Street,,Manhattan,0001M,TRUE,2023-01-05 21:34:40
ORD_00044,5.00,4.00,Dessert,Fruit salad,21:34:40,05-01-23,4 Maple Wood Street,,Manhattan,0001M,TRUE,2023-01-05 21:34:40
ORD_00046,2.00,9.00,Beverage,Sparkling Water 33cl,11:42:47,05-01-23,13654 Sutherland Plaza,Suite 38,Bronx,0004B,FALSE,2023-01-05 11:42:47
ORD_00047,17.00,8.00,Pizza,Pizza Seafood Regular,19:16:58,05-01-23,7407 Service Court,,Manhattan,0001M,TRUE,2023-01-05 19:16:58
ORD_00047,3.00,8.00,Beverage,7 Up 33cl,19:16:58,05-01-23,7407 Service Court,,Manhattan,0001M,TRUE,2023-01-05 19:16:58
ORD_00048,4.00,2.00,Beverage,Sparkling Water 1.5l,13:05:50,05-01-23,176 Evergreen Junction,,Brooklyn,0005B,TRUE,2023-01-05 13:05:50
ORD_00048,3.00,4.00,Beverage,Coca Cola 33cl,13:05:50,05-01-23,176 Evergreen Junction,,Brooklyn,0005B,TRUE,2023-01-05 13:05:50
ORD_00048,6.00,4.00,Dessert,Chocolate Ice Cream,13:05:50,05-01-23,176 Evergreen Junction,,Brooklyn,0005B,TRUE,2023-01-05 13:05:50
ORD_00048,6.00,7.00,Dessert,Strawberry Ice Cream,13:05:50,05-01-23,176 Evergreen Junction,,Brooklyn,0005B,TRUE,2023-01-05 13:05:50
ORD_00048,6.00,2.00,Dessert,Pistachio Ice Crearn,13:05:50,05-01-23,176 Evergreen Junction,,Brooklyn,0005B,TRUE,2023-01-05 13:05:50
ORD_00049,6.00,9.00,Beverage,Coca Cola 1.5l,10:39:24,05-01-23,2018 Holmberg Point,,Bronx,0004B,FALSE,2023-01-05 10:39:24
ORD_00049,15.00,6.00,Pizza,Pizza Parmigiana Regular,10:39:24,05-01-23,2018 Holmberg Point,,Bronx,0004B,FALSE,2023-01-05 10:39:24
ORD_00049,14.00,7.00,Pizza,Pizza Margherita Large,10:39:24,05-01-23,2018 Holmberg Point,,Bronx,0004B,FALSE,2023-01-05 10:39:24
ORD_00050,17.00,3.00,Pizza,Pizza Seafood Regular,19:29:13,05-01-23,473 Colorado Junction,,Staten Island,0010SI,FALSE,2023-01-05 19:29:13
ORD_00051,15.00,4.00,Pizza,Pizza Hawaiian Regular,21:06:32,05-01-23,730 Mallard Point,,Staten Island,0010SI,TRUE,2023-01-05 21:06:32
ORD_00051,19.00,6.00,Pizza,Pizza Quattro Formaggi Large,21:06:32,05-01-23,730 Mallard Point,,Staten Island,0010SI,TRUE,2023-01-05 21:06:32
ORD_00052,3.00,6.00,Beverage,Diet Coke 33cl,12:21:48,05-01-23,8085 Ridgeway Trail,,Brooklyn,0005B,TRUE,2023-01-05 12:21:48
ORD_00052,3.00,2.00,Beverage,7 Up 33cl,12:21:48,05-01-23,8085 Ridgeway Trail,,Brooklyn,0005B,TRUE,2023-01-05 12:21:48
ORD_00053,15.00,2.00,Pizza,Pizza Hawaiian Regular,11:14:42,05-01-23,980 Wayridge Way,,Queens,0007Q,FALSE,2023-01-05 11:14:42
ORD_00053,16.00,1.00,Pizza,Pizza Diavola Regular,11:14:42,05-01-23,980 Wayridge Way,,Queens,0007Q,FALSE,2023-01-05 11:14:42
ORD_00053,14.00,7.00,Pizza,Pizza Margherita Large,11:14:42,05-01-23,980 Wayridge Way,,Queens,0007Q,FALSE,2023-01-05 11:14:42
ORD_00054,2.00,9.00,Beverage,Sparkling Water 33cl,21:45:29,05-01-23,87526 3rd Place,,Brooklyn,0005B,TRUE,2023-01-05 21:45:29
ORD_00054,6.00,1.00,Beverage,Diet Coke 1.5l,21:45:29,05-01-23,87526 3rd Place,,Brooklyn,0005B,TRUE,2023-01-05 21:45:29
ORD_00054,14.00,6.00,Pizza,Pizza Margherita Large,21:45:29,05-01-23,87526 3rd Place,,Brooklyn,0005B,TRUE,2023-01-05 21:45:29
ORD_00056,6.00,5.00,Beverage,Diet Coke 1.5l,13:43:45,05-01-23,87050 Valley Edge Plaza,,Manhattan,0001M,FALSE,2023-01-05 13:43:45
ORD_00056,16.00,9.00,Pizza,Pizza Quattro Formaggi Regular,13:43:45,05-01-23,87050 Valley Edge Plaza,,Manhattan,0001M,FALSE,2023-01-05 13:43:45
ORD_00056,6.00,6.00,Beverage,Coca Cola 1.5l,13:43:45,05-01-23,87050 Valley Edge Plaza,,Manhattan,0001M,FALSE,2023-01-05 13:43:45
ORD_00057,17.00,1.00,Pizza,Pizza Pepperoni Large,19:10:11,05-01-23,3 Bay Junction,Suite 42,Staten Island,0010SI,TRUE,2023-01-05 19:10:11
ORD_00058,7.00,4.00,Side,Caesar Salad,13:32:06,05-01-23,30096 School Center,,Manhattan,0001M,TRUE,2023-01-05 13:32:06
ORD_00059,17.00,5.00,Pizza,Pizza Pepperoni Large,11:20:33,05-01-23,0 Arapahoe Pass,,Brooklyn,0005B,FALSE,2023-01-05 11:20:33
ORD_00059,3.00,5.00,Beverage,Fanta 33cl,11:20:33,05-01-23,0 Arapahoe Pass,,Brooklyn,0005B,FALSE,2023-01-05 11:20:33
ORD_00060,19.00,2.00,Pizza,Pizza Diavola Large,20:50:34,05-01-23,896 Duke Junction,8th Floor,Staten Island,0010SI,FALSE,2023-01-05 20:50:34
ORD_00060,3.00,3.00,Beverage,Fanta 33cl,20:50:34,05-01-23,896 Duke Junction,8th Floor,Staten Island,0010SI,FALSE,2023-01-05 20:50:34
ORD_00060,7.00,2.00,Side,Chicken Wings,20:50:34,05-01-23,896 Duke Junction,8th Floor,Staten Island,0010SI,FALSE,2023-01-05 20:50:34
ORD_00060,6.00,8.00,Dessert,Vanilla Ice Cream,20:50:34,05-01-23,896 Duke Junction,8th Floor,Staten Island,0010SI,FALSE,2023-01-05 20:50:34
ORD_00060,7.00,1.00,Dessert,Banoffee Pie,20:50:34,05-01-23,896 Duke Junction,8th Floor,Staten Island,0010SI,FALSE,2023-01-05 20:50:34
ORD_00062,3.00,1.00,Beverage,7 Up 33cl,12:10:34,05-01-23,1 Lakeland Pass,,Bronx,0004B,TRUE,2023-01-05 12:10:34
ORD_00062,6.00,10.00,Beverage,Coca Cola 1.5l,12:10:34,05-01-23,1 Lakeland Pass,,Bronx,0004B,TRUE,2023-01-05 12:10:34
ORD_00063,6.00,3.00,Side,Garlic Bread,19:26:36,05-01-23,259 Arrowood Avenue,,Manhattan,0001M,FALSE,2023-01-05 19:26:36
ORD_00063,6.00,8.00,Dessert,Chocolate Ice Cream,19:26:36,05-01-23,259 Arrowood Avenue,,Manhattan,0001M,FALSE,2023-01-05 19:26:36
ORD_00063,3.00,1.00,Beverage,Diet Coke 33cl,19:26:36,05-01-23,259 Arrowood Avenue,,Manhattan,0001M,FALSE,2023-01-05 19:26:36
ORD_00063,15.00,2.00,Pizza,Pizza Parmigiana Regular,19:26:36,05-01-23,259 Arrowood Avenue,,Manhattan,0001M,FALSE,2023-01-05 19:26:36
ORD_00064,5.00,9.00,Dessert,Chocolate Brownie,18:44:30,06-01-23,71961 Mendota Alley,,Manhattan,0001M,TRUE,2023-01-06 18:44:30
ORD_00064,15.00,9.00,Pizza,Pizza Hawaiian Regular,18:44:30,06-01-23,71961 Mendota Alley,,Manhattan,0001M,TRUE,2023-01-06 18:44:30
ORD_00064,16.00,7.00,Pizza,Pizza Quattro Formaggi Regular,18:44:30,06-01-23,71961 Mendota Alley,,Manhattan,0001M,TRUE,2023-01-06 18:44:30
ORD_00064,3.00,1.00,Beverage,Fanta 33cl,18:44:30,06-01-23,71961 Mendota Alley,,Manhattan,0001M,TRUE,2023-01-06 18:44:30
ORD_00064,7.00,4.00,Side,Caesar Salad,18:44:30,06-01-23,71961 Mendota Alley,,Manhattan,0001M,TRUE,2023-01-06 18:44:30
ORD_00065,6.00,3.00,Dessert,Strawberry Ice Cream,20:54:42,06-01-23,847 Blackbird Road,,Brooklyn,0005B,TRUE,2023-01-06 20:54:42
